"event","trial","time","PID"
"fullscreenenter","0","3897","71726"
"fullscreenexit","1993","1539317","71726"
"blur","2032","1577404","71726"
"focus","2044","1588880","71726"
"blur","2044","1588999","71726"
"focus","2051","1600859","71726"
"blur","2084","1632230","71726"
"focus","2087","1637018","71726"
"blur","2089","1640105","71726"
"focus","2098","1655994","71726"
"blur","2143","1702347","71726"
"focus","2144","1702474","71726"
"blur","2224","1786414","71726"
"focus","2225","1788351","71726"
"blur","2243","1806731","71726"
"focus","2255","1828405","71726"
"blur","2267","1842057","71726"
"focus","2281","1867295","71726"
"blur","2288","1875828","71726"
"focus","2300","1890142","71726"
"blur","2557","2136069","71726"
"focus","2557","2137376","71726"
"blur","2557","2138390","71726"
"focus","2557","2166842","71726"
"blur","2558","2174188","71726"
